real answer,generated answer,source,annotation group,index,bx reaction score,kc reaction score,ds reaction score,reaction id,gn reaction score
"CUTC:4xCu+ [cytosol] (complex of Cu1+ [cytosol] (ChEBI: 49552), CUTC [cytosol] (UniProt: Q9NTM9))","2-oxoglutarate (ChEBI: 17281), Cu2+ [cytosol] (ChEBI: 49553)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FAD [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FADH2 [mitochondrial matrix] (ChEBI: 15426)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), O2 [mitochondrial matrix] (ChEBI: 15427)
Products: Water (ChEBI: 15428), CO2 [mitochondrial matrix] (ChEBI: 15429)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), CO2 [mitochondrial matrix] (ChEBI: 15429)
Products: Pyruvate (ChEBI: 17282), CO2 [mitochondrial matrix] (ChEBI: 15429)

Enzyme: N/A
Reactants: Pyruvate (ChEBI: 17282), CO2 [mitochondrial matrix] (ChEBI: 15429)
Products: Acetyl-CoA (ChEBI: 15430), CO2 [mitochondrial matrix] (ChEBI: 15429)

Enzyme: N/A
Reactants: Acetyl-CoA (ChEBI: 15430), CO2 [mitochondrial matrix] (ChEBI: 15429)
Products: Citrate (ChEBI: 17283), CO2 [mitochondrial matrix] (ChEBI",mistral,2,72,,,0.5,R-HSA-5334788,0.5
"Sar1p:GTP:Sec23p:Sec24p:Ag bound MHC class I [lumenal side of endoplasmic reticulum membrane] (complex of GTP [cytosol] (ChEBI: 37565), SAR1B [endoplasmic reticulum membrane] (UniProt: Q9Y6B6), SEC24A [endoplasmic reticulum membrane] (UniProt: O95486), SEC24B [endoplasmic reticulum membrane] (UniProt: O95487), SEC24C [endoplasmic reticulum membrane] (UniProt: P53992), SEC24D [endoplasmic reticulum membrane] (UniProt: O94855), SEC23A [endoplasmic reticulum membrane] (UniProt: Q15436), B2M(21-119) [endoplasmic reticulum lumen] (UniProt: P61769), HLA class I histocompatibility antigen, A-3 alpha chain precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P04439), HLA class I histocompatibility antigen, Cw-7 alpha chain precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P10321), HLA class I histocompatibility antigen, E alpha chain precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P13747), HLA class I histocompatibility antigen, alpha chain F precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P30511), HLA class I histocompatibility antigen, alpha chain G precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P17693), class I MHC B7 [lumenal side of endoplasmic reticulum membrane] (UniProt: P01889), HLA-H [lumenal side of endoplasmic reticulum membrane] (UniProt: P01893), (Glc)1 (GlcNAc)2 (Man)9 [endoplasmic reticulum lumen] (ChEBI: 59080), Antigen peptide [endoplasmic reticulum lumen] (ChEBI: 25676))","1-O-acyl-SAR1B:GTP:SEC23:SEC24 [endoplasmic reticulum membrane] (complex of 1-O-acyl-SAR1B:GTP [endoplasmic reticulum membrane] (ChEBI: 59081), SAR1B:GTP:SEC23:SEC24 [endoplasmic reticulum membrane] (UniProt: Q9Y6B6), SEC24A [endoplasmic reticulum membrane] (UniProt: O95486), SEC24B [endoplasmic reticulum membrane] (UniProt: O95487), SEC24C [endoplasmic reticulum membrane] (UniProt: P53992), SEC24D [endoplasmic reticulum membrane] (UniProt: O94855), SEC23A [endoplasmic reticulum membrane] (UniProt: Q15436))

Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 4562",mistral,2,73,,,0.25,R-HSA-983426,1.0
"ADP [cytosol] (ChEBI: 456216), PI(3,4,5)P3 [plasma membrane] (ChEBI: 57836)","3-phosphoinositide 1,4,5-trisphosphate [plasma membrane] (ChEBI: 58457), ADP [cytosol] (ChEBI: 30617)

Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix] (ChEBI: 456215)
Products: GDP [mitochondrial matrix] (ChEBI: 58189), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: GTP [mitochondrial matrix] (ChEBI: 37565), AMP [mitochondrial matrix]",mistral,2,74,,,0.5,R-HSA-5654705,0.75
"AdoHcy [mitochondrial matrix] (ChEBI: 57856), m1A371-MT-ND1 mRNA [mitochondrial matrix]","5-methylcytidine-37 (ChEBI: 10000)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FAD+ [mitochondrial matrix] (ChEBI: 15426)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FAD+ [mitochondrial matrix] (ChEBI: 15426)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FAD+ [mitochondrial matrix] (ChEBI: 15426)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FAD+ [mitochondrial matrix] (ChEBI: 15426)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+",mistral,2,75,,,0.0,R-HSA-9937512,0.0
"AMP [cytosol] (ChEBI: 456215), PPi [cytosol] (ChEBI: 33019), NEDD8-UBA3:NAE1 [cytosol] (complex of G76-NEDD8-C237-UBA3 [cytosol] (UniProt: Q8TBC4), C237-UBA3-G76-NEDD8 [cytosol] (UniProt: Q15843), NAE1 [cytosol] (UniProt: Q13564))","1-N-acetyl-S-adenosylmethionine (ChEBI: 15423), NEDD8-UBA3 [cytosol] (UniProt: Q8TBC4)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FAD [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FADH2 [mitochondrial matrix] (ChEBI: 15425)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FAD [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FADH2 [mitochondrial matrix] (ChEBI: 15425)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FAD [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FADH2 [mitochondrial matrix] (ChEBI: 15425)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FAD [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FADH2 [mitochondrial matrix] (ChEBI: 15425)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FAD [",mistral,2,76,,,0.0,R-HSA-8951648,0.0
"PI(4)P:p-T156 AP-2:clathrin:ITSNs:EPS15:REPS1:SGIP1:NECAPs:AAK1:CLASP proteins:cargo:F-BAR proteins:BAR domain proteins:ARP2/3 complex:WASL:f-actin:HIP dimers:DNM:GDP:SYNJs:auxilin:HSPA8:ATP [clathrin-coated endocytic vesicle membrane] (complex of AMPH [cytosol] (UniProt: P49418), BIN1 [cytosol] (UniProt: O00499), EPS15 [cytosol] (UniProt: P42566), FNBP1 [cytosol] (UniProt: Q96RU3), FNBP1L [cytosol] (UniProt: Q5T0N5), HIP1 [cytosol] (UniProt: O00291), HIP1R [cytosol] (UniProt: O75146), REPS1 [cytosol] (UniProt: Q96D71), SGIP1 [cytosol] (UniProt: Q9BQI5), TRIP10 [cytosol] (UniProt: Q15642), CTTN [cytosol] (UniProt: Q14247), N-WASP [cytosol] (UniProt: O00401), CLTC [cytosol] (UniProt: Q00610), CLTCL1 [cytosol] (UniProt: P53675), CLTA [cytosol] (UniProt: P09496), CLTB [cytosol] (UniProt: P09497), AP2A2(1-939) [cytosol] (UniProt: O94973), AP2A1 [cytosol] (UniProt: O95782), AP2B1 [cytosol] (UniProt: P63010), AP2S1 [cytosol] (UniProt: P53680), p-T156 AP2M1 [cytosol] (UniProt: Q96CW1), GDP [cytosol] (ChEBI: 58189), DNAJC6 [cytosol] (UniProt: O75061), GAK [cytosol] (UniProt: O14976), SYNJ1 [cytosol] (UniProt: O43426), SYNJ2 [cytosol] (UniProt: O15056), OCRL [cytosol] (UniProt: Q01968), ATP [cytosol] (ChEBI: 30616), HSPA8 [cytosol] (UniProt: P11142), PI4P [clathrin-coated endocytic vesicle membrane] (ChEBI: 17526), AGFG1 [cytosol] (UniProt: P52594), VAMP7 [clathrin-coated endocytic vesicle membrane] (UniProt: P51809), CD3D [clathrin-coated endocytic vesicle membrane] (UniProt: P04234), CD3G [clathrin-coated endocytic vesicle membrane] (UniProt: P09693), CD4 [clathrin-coated endocytic vesicle membrane] (UniProt: P01730), SCARB2 [clathrin-coated endocytic vesicle membrane] (UniProt: Q14108), SLC2A8 [clathrin-coated endocytic vesicle membrane] (UniProt: Q9NY64), VAMP4 [clathrin-coated endocytic vesicle membrane] (UniProt: O75379), TFRC(1-760) [clathrin-coated endocytic vesicle membrane] (UniProt: P02786), apoTF [clathrin-coated endocytic vesicle membrane] (UniProt: P02787), Fe3+ [clathrin-coated endocytic vesicle membrane] (ChEBI: 29034), KIAA0319 [clathrin-coated endocytic vesicle membrane] (UniProt: Q5VV43), IGF2R [clathrin-coated endocytic vesicle membrane] (UniProt: P11717), M6PR [clathrin-coated endocytic vesicle membrane] (UniProt: P20645), PolyUb-CFTR [clathrin-coated endocytic vesicle membrane] (UniProt: P13569), SLC18A3 [clathrin-coated endocytic vesicle membrane] (UniProt: Q16572), TGOLN2 [clathrin-coated endocytic vesicle membrane] (UniProt: O43493), IL7R [clathrin-coated endocytic vesicle membrane] (UniProt: P16871), ARRB1 [cytosol] (UniProt: P49407), ARRB2 [cytosol] (UniProt: P32121), APOB(28-4563) [plasma membrane] (UniProt: P04114), CHOL [plasma membrane] (ChEBI: 16113), cholesterol esters [plasma membrane] (ChEBI: 17002), PL [plasma membrane] (ChEBI: 16247), TAGs [plasma membrane] (ChEBI: 17855), LDLR [plasma membrane] (UniProt: P01130), DAB2 [cytosol] (UniProt: P98082), LDLRAP1 [clathrin-coated endocytic vesicle membrane] (UniProt: Q5SW96), EPN1 [cytosol] (UniProt: Q9Y6I3), EPN2 [cytosol] (UniProt: O95208), REPS2 [cytosol] (UniProt: Q8NFH8), RPS27A(1-76) [cytosol] (UniProt: P62979), UBA52(1-76) [cytosol] (UniProt: P62987), UBB(1-76) [cytosol] (UniProt: P0CG47), UBC(1-76) [cytosol] (UniProt: P0CG48), p-Y371-CBL [cytosol] (UniProt: P22681), p-6Y-EGFR [clathrin-coated endocytic vesicle membrane] (UniProt: P00533), EGF [clathrin-coated endocytic vesicle membrane] (UniProt: P01133), AREG(101-187) [clathrin-coated endocytic vesicle membrane] (UniProt: P15514), BTC(32-111) [clathrin-coated endocytic vesicle membrane] (UniProt: P35070), EPGN(23-154) [clathrin-coated endocytic vesicle membrane] (UniProt: Q6UW88), EREG(60-108) [clathrin-coated endocytic vesicle membrane] (UniProt: O14944), HBEGF(63-148) [clathrin-coated endocytic vesicle membrane] (UniProt: Q99075), TGFA(40-89) [clathrin-coated endocytic vesicle membrane] (UniProt: P01135), HGS [cytosol] (UniProt: O14964), STAM [cytosol] (UniProt: Q92783), STAM2 [cytosol] (UniProt: O75886), SH3KBP1 [cytosol] (UniProt: Q96B97), EPS15L1 [cytosol] (UniProt: Q9UBC2), LRP2 [clathrin-coated endocytic vesicle membrane] (UniProt: P98164), VAMP2 [clathrin-coated endocytic vesicle membrane] (UniProt: P63027), VAMP3 [clathrin-coated endocytic vesicle membrane] (UniProt: Q15836), VAMP8 [clathrin-coated endocytic vesicle membrane] (UniProt: Q9BV40), ARPC1A [cytosol] (UniProt: Q92747), ARPC2 [cytosol] (UniProt: O15144), ARPC3 [cytosol] (UniProt: O15145), ARPC4 [cytosol] (UniProt: P59998), ARPC5 [cytosol] (UniProt: O15511), ACTR2 [cytosol] (UniProt: P61160), ACTR3 [cytosol] (UniProt: P61158), AAK1 [cytosol] (UniProt: Q2M2I8))","2xGDP [cytosol] (ChEBI: 58189), 2xADP [cytosol] (ChEBI: 456216), 2xPI(4)P:p-T156 AP-2:clathrin:ITSNs:EPS15:REPS1:SGIP1:NECAPs:AAK1:CLASP proteins:cargo:F-BAR proteins:BAR domain proteins:ARP2/3 complex:WASL:f-actin:HIP dimers:DNM:GDP:SYNJs:auxilin [clathrin-coated endocytic vesicle membrane] (complex of AMPH [cytosol] (UniProt: P49418), BIN1 [cytosol] (UniProt: O00499), EPS15 [cytosol] (UniProt: P42566), FNBP1 [cytosol] (UniProt: Q96RU3), FNBP1L [cytosol] (UniProt: Q5T0N5), HIP1 [cytosol] (UniProt: O00291), HIP1R [cytosol] (UniProt: O75146), REPS1 [cytosol] (UniProt: Q96D71), SGIP1 [cytosol] (UniProt: Q9BQI5), TRIP10 [cytosol] (UniProt: Q15642), CTTN [cytosol] (UniProt: Q14247), N-WASP [cytosol] (UniProt: O00401), CLTC [cytosol] (UniProt: Q00610), CLTCL1 [cytosol] (UniProt: P53675), CLTA [cytosol] (UniProt: P09496), CLTB [cytosol] (UniProt: P09497),",mistral,2,77,,,0.0,R-HSA-8868660,0.0
nascent Spike [endoplasmic reticulum lumen] (UniProt: P59594),"5'-m7G(5')pppAm-capped,polyadenylated mRNA2 [cytosol]

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FAD+ [mitochondrial matrix] (ChEBI: 15426)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FAD+ [mitochondrial matrix] (ChEBI: 15426)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FAD+ [mitochondrial matrix] (ChEBI: 15426)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
Products: NAD+ [mitochondrial matrix] (ChEBI: 15425), FAD+ [mitochondrial matrix] (ChEBI: 15426)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FADH2 [mitochondrial matrix] (ChEBI: 15424)
",mistral,2,78,,,0.0,R-HSA-9683624,0.0
Fe2+ [extracellular region] (ChEBI: 29033),"2-heme [plasma membrane] (ChEBI: 60345), Fe2+ [plasma membrane] (ChEBI: 29035)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), FAD [mitochondrial matrix] (ChEBI: 15424)
Products: NAD [mitochondrial matrix] (ChEBI: 15426), FADH2 [mitochondrial matrix] (ChEBI: 15425)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), O2 [mitochondrial matrix] (ChEBI: 15426)
Products: NAD [mitochondrial matrix] (ChEBI: 15426), H2O2 [mitochondrial matrix] (ChEBI: 15427)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), CO2 [mitochondrial matrix] (ChEBI: 15428)
Products: NAD [mitochondrial matrix] (ChEBI: 15426), CO2H2 [mitochondrial matrix] (ChEBI: 15429)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), CO2 [mitochondrial matrix] (ChEBI: 15428)
Products: NAD [mitochondrial matrix] (ChEBI: 15426), CO2H2 [mitochondrial matrix] (ChEBI: 15429)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 15423), CO2 [mitochondrial matrix] (ChEBI: 154",mistral,2,79,,,1.0,R-HSA-917805,1.0
PRDM4 [nucleoplasm] (UniProt: Q9UKN5),"14-3-3-interacting protein 3 [cytosol] (UniProt: Q13436)

Enzyme: N/A
Reactants: (N-formylmethionyl)tRNA [cytosol] (UniProt: Q969B5)
Products: Met-tRNA [cytosol] (UniProt: Q969B5)

Enzyme: N/A
Reactants: Met-tRNA [cytosol] (UniProt: Q969B5)
Products: tRNA [cytosol] (UniProt: Q969B5)

Enzyme: N/A
Reactants: Acetyl-CoA [cytosol] (ChEBI: 14285)
Products: CoA [cytosol] (ChEBI: 22209)

Enzyme: N/A
Reactants: CoA [cytosol] (ChEBI: 22209)
Products: Acetyl-CoA [cytosol] (ChEBI: 14285)

Enzyme: N/A
Reactants: CoA",gemma,1,80,0.0,0.0,,R-HSA-193661,
"p-S291-PHF20 [nucleoplasm] (UniProt: Q9BVI0), ADP [nucleoplasm] (ChEBI: 456216)","2-phospho-PHF20 [nucleoplasm] (UniProt: Q9BVI0), ADP [nucleoplasm] (ChEBI: 16761)

Enzyme: N/A
Reactants: NADP+ [mitochondrial matrix] (ChEBI: 17257), ADP [mitochondrial matrix] (ChEBI: 16761)
Products: NADPH [mitochondrial matrix] (ChEBI: 17258), ATP [mitochondrial matrix] (ChEBI: 15422)

Enzyme: N/A
Reactants: ATP [mitochondrial matrix] (ChEBI: 15422), FAD [mitochondrial matrix] (ChEBI: 17260)
Products: ADP [mitochondrial matrix] (ChEBI: 16761), FADH2 [mitochondrial matrix] (ChEBI: 17261)

Enzyme: N/A
Reactants: ADP [mitochondrial matrix] (ChEBI: 16761), FADH",gemma,1,81,1.0,1.0,,R-HSA-6805785,
HES1 [nucleoplasm] (UniProt: Q14469),"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [nucleoplasm] (ENSEMBL: ENSG00000114315)

Enzyme: N/A
Reactants: ADP [mitochondrial matrix] (ChEBI: 456216), Pi [mitochondrial matrix] (ChEBI: 58193)
Products: ATP [mitochondrial matrix] (ChEBI: 15422), H2O [mitochondrial matrix] (ChEBI: 37564)

Enzyme: N/A
Reactants: ADP [mitochondrial matrix] (ChEBI: 456216), Pi [mitochondrial matrix] (ChEBI: 58193)
Products: ATP [mitochondrial matrix] (ChEBI: 15422), H2O [mitochondrial matrix] (ChEBI: 37564)

Enzyme: N/A
Reactants: ATP [mitochondrial matrix] (ChEBI: 154",gemma,1,82,0.0,0.0,,R-HSA-8878243,
"Inositols transported by SMIT2 [cytosol] (complex of CHI [cytosol] (ChEBI: 27372), Ins [cytosol] (ChEBI: 17268)), Na+ [cytosol] (ChEBI: 29101)","5-phosphoribosyl-1-pyrophosphate [cytosol] (ChEBI: 23792), Na+ [cytosol] (ChEBI: 29102)

Enzyme: N/A
Reactants: Glucose 6-phosphate (ChEBI: 4170), H2O [cytosol] (ChEBI: 20622)
Products: 6-Phosphogluconolactone (ChEBI: 4172)

Enzyme: N/A
Reactants: 6-Phosphogluconolactone (ChEBI: 4172), H2O [cytosol] (ChEBI: 20622)
Products: 6-Phosphogluconate (ChEBI: 4173)

Enzyme: N/A
Reactants: 6-Phosphogluconate (ChEBI: 4173), H2O [cytosol] (ChEBI: 20622)
Products: 2-Phospho-D-gluconate (ChE",gemma,1,83,0.5,0.5,,R-HSA-429571,
"ADP [cytosol] (ChEBI: 456216), HGF:p-4Y-MET dimer:GRB2:p-Y-CBL,(HGF:p-Y1003,4Y-MET dimer:p-Y-CBL) [plasma membrane]","4Y-MET dimer:GRB2:CBL, (4Y-MET dimer:CBL) [plasma membrane], ADP [cytosol] (ChEBI: 30617), Mg2+ [cytosol] (ChEBI: 16756)

Enzyme: N/A
Reactants: ADP [cytosol] (ChEBI: 30617), ATP [cytosol] (ChEBI: 30616)
Products: AMP [cytosol] (ChEBI: 456215), ATP [cytosol] (ChEBI: 30616)

Enzyme: N/A
Reactants: ATP [cytosol] (ChEBI: 30616), ADP [cytosol] (ChEBI: 30617)
Products: ATP [cytosol] (ChEBI: 30616), ADP [cytosol] (ChEBI: 30617)

Enzyme: N/A
Reactants: ATP [cytosol] (ChEBI",gemma,1,84,0.5,0.625,,R-HSA-8875451,
"p-S90-BMAL1:p-T451,T461-CLOCK:NAMPT gene [nucleoplasm] (complex of NAMPT gene [nucleoplasm] (ENSEMBL: ENSG00000105835), p-S90-BMAL1 [nucleoplasm] (UniProt: O00327), p-T451,T461-CLOCK [nucleoplasm] (UniProt: O15516))","3-phosphoglycerate [mitochondrial matrix] (ChEBI: 16397)

Enzyme: N/A
Reactants: 2-oxo-glutarate [mitochondrial matrix] (ChEBI: 20265), NADPH [mitochondrial matrix] (ChEBI: 26396), H+ [mitochondrial matrix] (ChEBI: 14081)
Products: Succinate [mitochondrial matrix] (ChEBI: 17743), NADP+ [mitochondrial matrix] (ChEBI: 26397), H2O [mitochondrial matrix] (ChEBI: 14080)

Enzyme: N/A
Reactants: NADH [mitochondrial matrix] (ChEBI: 26394), FAD [mitochondrial matrix] (ChEBI: 26395), H+ [mitochondrial matrix] (ChEBI: 14081)
Products: NAD+ [mitochondrial matrix] (ChEBI: 26393",gemma,1,85,0.0,0.0,,R-HSA-5663122,
"AdoHcy [cytosol] (ChEBI: 57856), dimethyl-5'-phospho-pre-miR-145,23b [cytosol]","5-methylcytidine [cytosol], pre-miR-145,23b [cytosol]

Enzyme: N/A
Reactants: DNA, ATP, magnesium [cytosol]
Products: DNA, ADP, magnesium [cytosol]

Enzyme: N/A
Reactants: ATP, NADPH, carbon dioxide [cytosol]
Products: GTP, NADP+, glyceraldehyde 3-phosphate [cytosol]

Enzyme: N/A
Reactants: GTP [mitochondrial matrix], NADPH [mitochondrial matrix]
Products: GDP [mitochondrial matrix], NADP+ [mitochondrial matrix]

Enzyme: N/A
Reactants: ATP [cytosol], NADPH [cytosol]
Products: ADP [cytosol], NADP+ [cytosol]

Enzyme: N/A
Reactants: ATP, NADPH, carbon dioxide [cytosol]
Products: GTP, NADP+, glyceraldehyde 3-phosphate [cytosol]

Enzyme: N/A
Reactants: GTP [mitochondrial matrix], NADPH [mitochondrial matrix]
Products: GDP [mit",gemma,1,86,0.0,0.0,,R-HSA-5578717,
"BHC complex:REST:REST DNA binding sites [nucleoplasm] (complex of RCOR1 [nucleoplasm] (UniProt: Q9UKL0), HDAC1 [nucleoplasm] (UniProt: Q13547), HDAC2 [nucleoplasm] (UniProt: Q92769), KDM1A [nucleoplasm] (UniProt: O60341), PHF21A [nucleoplasm] (UniProt: Q96BD5), HMG20B [nucleoplasm] (UniProt: Q9P0W2))","14-3-3 protein zeta [nucleoplasm] (UniProt: Q9Y254), BHC complex [nucleoplasm] (complex of HDAC1 [nucleoplasm] (UniProt: Q13547), HDAC2 [nucleoplasm] (UniProt: Q92769), KDM1A [nucleoplasm] (UniProt: O60341), PHF21A [nucleoplasm] (UniProt: Q96BD5), HMG20B [nucleoplasm] (UniProt: Q9P0W2), RCOR1 [nucleoplasm] (UniProt: Q9UKL0)), REST:REST DNA binding sites [nucleoplasm] (complex of RCOR1 [nucleoplasm] (UniProt: Q9UKL0)), 14-3-3 protein zeta [nucleoplasm] (UniProt: Q9Y254)

Enzyme: N/A
Reactants: NADPH [mitochondrial matrix] (ChEBI: 32387), O2 [mitochondrial matrix] (ChEBI: 232",gemma,1,87,1.0,1.0,,R-HSA-996727,
"Telomerase RNP [nucleoplasm] (complex of TERT [nucleoplasm] (UniProt: O14746), DKC1 [nucleoplasm] (UniProt: O60832), WRAP53 [nucleoplasm] (UniProt: Q9BUR4), NHP2 [nucleoplasm] (UniProt: Q9NX24), NOP10 [nucleoplasm] (UniProt: Q9NPE3), GAR1 [nucleoplasm] (UniProt: Q9NY12)), ADP [nucleoplasm] (ChEBI: 456216), H+ [nucleoplasm] (ChEBI: 15378), Pi [nucleoplasm] (ChEBI: 43474), Telomeric G-strand chromosome end with two additional single strand repeats [nucleoplasm] (complex of G-strand Chromosome end with two additional single strand repeats - Telomeric [nucleoplasm] (ChEBI: 15986), POT1 [nucleoplasm] (UniProt: Q9NUX5), TERF2IP [nucleoplasm] (UniProt: Q9NYB0), TINF2 [nucleoplasm] (UniProt: Q9BSI4), ACD [nucleoplasm] (UniProt: Q96AP0), TERF1 [nucleoplasm] (UniProt: P54274), TERF2 [nucleoplasm] (UniProt: Q15554)), RTEL1 [nucleoplasm] (UniProt: Q9NZ71)","2x [G-strand Chromosome end with two additional single strand repeats - Telomeric] [nucleoplasm] (ChEBI: 15986), 2x [ADP] [nucleoplasm] (ChEBI: 456216), 2x [Telomerase Holoenzyme:Telomeric RNP End with Two Additional Single Stranded Telomere Repeats] [nucleoplasm] (complex of TERT [nucleoplasm] (UniProt: O14746), DKC1 [nucleoplasm] (UniProt: O60832), WRAP53 [nucleoplasm] (UniProt: Q9BUR4), NHP2 [nucleoplasm] (UniProt: Q9NX24), NOP10 [nucleoplasm] (UniProt: Q9NPE3), GAR1 [nucleoplasm] (UniProt: Q9NY12), G-strand Chromosome end with two additional single strand repeats - Telomeric [nucleoplasm] (ChEBI: 15986), POT1 [nucleoplasm] (UniProt: Q9NUX5), TERF2IP [nucleoplasm",gemma,1,88,0.4048333333333333,0.4048333333333333,,R-HSA-163120,
PGD dimer [cytosol] (complex of PGD [cytosol] (UniProt: P52209)),"3-phosphoglycerate [nucleoplasm] (ChEBI: 16197), ADP [nucleoplasm] (ChEBI: 456216), 1,3-bisphosphoglycerate [nucleoplasm] (ChEBI: 16198)

Enzyme: N/A
Reactants: Phosphoglycerate kinase [mitochondrial matrix] (ChEBI: 16197), ATP [mitochondrial matrix] (ChEBI: 15422)
Products: 1,3-bisphosphoglycerate [mitochondrial matrix] (ChEBI: 16198), ADP [mitochondrial matrix] (ChEBI: 456216)

Enzyme: N/A
Reactants: Fumarate hydratase [mitochondrial matrix] (ChEBI: 37315), GDP [mitochondrial matrix] (ChEBI: 58189)
Products: L-malate [mitochondrial matrix] (ChEBI: 37317), ADP [mitochondrial matrix] (Ch",gemma,1,89,0.0,0.0,,R-HSA-9761846,
