reaction_id,prompt,answer,generated
R-HSA-6788855,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: FN3KRP [cytosol] (UniProt: Q9HA64)
Reactants: PsiAm, RibAm [cytosol] (complex of PsiAm [cytosol] (ChEBI: 87176), RibAm [cytosol] (ChEBI: 87177)), ATP [cytosol] (ChEBI: 30616)
Products: ","PsiAm3P, RibAm3P [cytosol] (complex of PsiAm3P [cytosol] (ChEBI: 87179), RibAm3P [cytosol] (ChEBI: 87180)), ADP [cytosol] (ChEBI: 456216)",
R-HSA-6790994,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: DIMT1 [nucleoplasm] (UniProt: Q9UNQ2)
Reactants: pre-rRNA containing 7-methylG-1639 [nucleoplasm], AdoMet [nucleoplasm] (ChEBI: 59789)
Products: ","21S pre-rRNA containing 7-methylG-1639, 6-dimethylA-1850,1851 [nucleoplasm], AdoHcy [nucleoplasm] (ChEBI: 57856)",
R-HSA-6793057,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: MTERF4:NSUN4 [mitochondrial matrix] (complex of MTERF4 [mitochondrial matrix] (UniProt: Q7Z6M4), NSUN4 [mitochondrial matrix] (UniProt: Q96CB9))
Reactants: 12S rRNA [mitochondrial matrix], AdoMet [mitochondrial matrix] (ChEBI: 59789)
Products: ","12S rRNA containing 5-methylC-841 [mitochondrial matrix], AdoHcy [mitochondrial matrix] (ChEBI: 57856)",
R-HSA-6797956,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC44A1 [mitochondrial outer membrane] (UniProt: Q8WWI5)
Reactants: Cho [cytosol] (ChEBI: 15354)
Products: ",Cho [mitochondrial matrix] (ChEBI: 15354),
R-HSA-6801415,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: NLRC4 Gene [nucleoplasm] (ENSEMBL: ENSG00000091106)
Products: ",NLRC4 [cytosol] (UniProt: Q9NPP4),
R-HSA-6805205,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: GPR35 [plasma membrane] (UniProt: Q9HC97), Kynurenic acid [extracellular region] (ChEBI: 58454)
Products: ","GPR35:Kynurenic acid [plasma membrane] (complex of GPR35 [plasma membrane] (UniProt: Q9HC97), Kynurenic acid [extracellular region] (ChEBI: 58454))",
R-HSA-6814165,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PXLP-K333-GADL1 dimer [cytosol] (complex of PXLP-K333-GADL1 [cytosol] (UniProt: Q6ZQY3))
Reactants: CSA [cytosol] (ChEBI: 61085), H+ [cytosol] (ChEBI: 15378)
Products: ","HTAU [cytosol] (ChEBI: 57853), CO2 [cytosol] (ChEBI: 16526)",
R-HSA-70342,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ALDOB tetramer [cytosol] (complex of ALDOB [cytosol] (UniProt: P05062))
Reactants: beta-D-Fru 1-P [cytosol] (ChEBI: 138881)
Products: ","GA [cytosol] (ChEBI: 17378), DHAP [cytosol] (ChEBI: 57642)",
R-HSA-70592,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PXLP-K259-GOT1 dimer [cytosol] (complex of PXLP-K259-GOT1 [cytosol] (UniProt: P17174))
Reactants: L-Asp [cytosol] (ChEBI: 29991), 2OG [cytosol] (ChEBI: 16810)
Products: ","OA [cytosol] (ChEBI: 16452), L-Glu [cytosol] (ChEBI: 29985)",
R-HSA-70899,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: HAL [cytosol] (UniProt: P42357)
Reactants: L-His [cytosol] (ChEBI: 57595)
Products: ","UCA [cytosol] (ChEBI: 17771), NH4+ [cytosol] (ChEBI: 28938)",
R-HSA-71189,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: AFMID [cytosol] (UniProt: Q63HM1)
Reactants: NFK [cytosol] (ChEBI: 58629), H2O [cytosol] (ChEBI: 15377)
Products: ","L-KYN [cytosol] (ChEBI: 57959), HCOOH [cytosol] (ChEBI: 15740), H+ [cytosol] (ChEBI: 15378)",
R-HSA-73815,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PPAT dimer [cytosol] (complex of PPAT [cytosol] (UniProt: Q06203), Fe2+ [cytosol] (ChEBI: 29033), S [cytosol] (ChEBI: 17909))
Reactants: PRPP [cytosol] (ChEBI: 58017), L-Gln [cytosol] (ChEBI: 58359), H2O [cytosol] (ChEBI: 15377)
Products: ","PRA [cytosol] (ChEBI: 58681), L-Glu [cytosol] (ChEBI: 29985), PPi [cytosol] (ChEBI: 33019)",
R-HSA-742354,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC35B4 [Golgi membrane] (UniProt: Q969S0)
Reactants: UDP-GlcNAc [cytosol] (ChEBI: 57705)
Products: ",UDP-GlcNAc [Golgi lumen] (ChEBI: 57705),
R-HSA-8851494,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: NTPDase7:Ca2+ [endocytic vesicle membrane] (complex of Ca2+ [endocytic vesicle lumen] (ChEBI: 29108), ENTPD7 [endocytic vesicle membrane] (UniProt: Q9NQZ7))
Reactants: CTP,GTP,UTP [endocytic vesicle lumen] (complex of CTP [endocytic vesicle lumen] (ChEBI: 37563), GTP [endocytic vesicle lumen] (ChEBI: 37565), UTP [endocytic vesicle lumen] (ChEBI: 46398)), H2O [endocytic vesicle lumen] (ChEBI: 15377)
Products: ","CDP,GDP,UDP [endocytic vesicle lumen] (complex of CDP [endocytic vesicle lumen] (ChEBI: 58069), GDP [endocytic vesicle lumen] (ChEBI: 58189), UDP [endocytic vesicle lumen] (ChEBI: 58223)), Pi [endocytic vesicle lumen] (ChEBI: 43474), H+ [endocytic vesicle lumen] (ChEBI: 15378)",
R-HSA-8854588,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: ATG8 homologues [autophagosome membrane] (complex of GABARAP [autophagosome membrane] (UniProt: O95166), GABARAPL2 [autophagosome membrane] (UniProt: P60520), MAP1LC3B [autophagosome membrane] (UniProt: Q9GZQ8)), TBC1D25 [autophagosome] (UniProt: Q3MII6)
Products: ","TBC1D25:ATG8 homoogues [autophagosome membrane] (complex of GABARAP [autophagosome membrane] (UniProt: O95166), GABARAPL2 [autophagosome membrane] (UniProt: P60520), MAP1LC3B [autophagosome membrane] (UniProt: Q9GZQ8), TBC1D25 [autophagosome] (UniProt: Q3MII6))",
R-HSA-8875871,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC26A11 [plasma membrane] (UniProt: Q86WA9)
Reactants: SO4(2-) [extracellular region] (ChEBI: 16189)
Products: ",SO4(2-) [cytosol] (ChEBI: 16189),
R-HSA-8878679,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: KLF15 gene [nucleoplasm] (ENSEMBL: ENSG00000163884)
Products: ",KLF15 [nucleoplasm] (UniProt: Q9UIH9),
R-HSA-8938300,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: VNN1,VNN2 [plasma membrane] (complex of VNN1 [plasma membrane] (UniProt: O95497), VNN2 [plasma membrane] (UniProt: O95498))
Reactants: Pantetheine [extracellular region] (ChEBI: 16753)
Products: ","2AET [extracellular region] (ChEBI: 58029), PanK [extracellular region] (ChEBI: 29032)",
R-HSA-8940309,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: PERM1 gene [nucleoplasm] (ENSEMBL: ENSG00000187642)
Products: ",PERM1 [nucleoplasm] (UniProt: Q5SV97),
R-HSA-8952137,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PLPP6 [plasma membrane] (UniProt: Q8IY26)
Reactants: PSQPP [cytosol] (ChEBI: 57310), H2O [cytosol] (ChEBI: 15377)
Products: ","PSMP [cytosol] (ChEBI: 176803), Pi [cytosol] (ChEBI: 43474), H+ [cytosol] (ChEBI: 15378)",
R-HSA-8955010,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: LRTOMT [plasma membrane] (UniProt: Q8WZ04)
Reactants: DA [cytosol] (ChEBI: 59905), AdoMet [cytosol] (ChEBI: 59789)
Products: ","3MT [cytosol] (ChEBI: 1582), AdoHcy [cytosol] (ChEBI: 57856)",
R-HSA-8956234,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: DCUN1D3 mRNA [cytosol]
Products: ",MyrG-DCUN1D3 [plasma membrane] (UniProt: Q8IWE4),
R-HSA-9017491,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: RHOJ GEFs [cytosol]
Reactants: RHOJ:GDP [plasma membrane] (complex of RHOJ [plasma membrane] (UniProt: Q9H4E5), GDP [cytosol] (ChEBI: 58189)), GTP [cytosol] (ChEBI: 37565)
Products: ","RHOJ:GTP [plasma membrane] (complex of RHOJ [plasma membrane] (UniProt: Q9H4E5), GTP [cytosol] (ChEBI: 37565)), GDP [cytosol] (ChEBI: 58189)",
R-HSA-9603991,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ST6GALNAC6 [Golgi membrane] (UniProt: Q969X2)
Reactants: Type 1 MSGG [Golgi lumen] (ChEBI: 140917), CMP-Neu5Ac [Golgi lumen] (ChEBI: 57812)
Products: ","Type 1 DSGG [Golgi lumen] (ChEBI: 140919), CMP [Golgi lumen] (ChEBI: 60377)",
R-HSA-9605052,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: NR1H3 mRNA [cytosol]
Products: ",NR1H3 [nucleoplasm] (UniProt: Q13133),
R-HSA-9640060,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: KCNIP3:Mg2+ homotetramer [nucleoplasm] (complex of KCNIP3 [nucleoplasm] (UniProt: Q9Y2W7), Mg2+ [nucleoplasm] (ChEBI: 18420)), NPAS4 gene [nucleoplasm] (ENSEMBL: ENSG00000174576)
Products: ","KCNIP3:Mg2+:NPAS4 gene [nucleoplasm] (complex of KCNIP3 [nucleoplasm] (UniProt: Q9Y2W7), Mg2+ [nucleoplasm] (ChEBI: 18420), NPAS4 gene [nucleoplasm] (ENSEMBL: ENSG00000174576))",
R-HSA-9656891,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: 11cRAL [cytosol] (ChEBI: 16066), OPN1SW [photoreceptor disc membrane] (UniProt: P03999)
Products: ","11cRAL-OPN1SW [photoreceptor disc membrane] (UniProt: P03999), H2O [cytosol] (ChEBI: 15377)",
R-HSA-9707856,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: PGRMC2:Hemes [nucleoplasm] (complex of PGRMC2 [nucleoplasm] (UniProt: O15173))
Products: ","PGRMC2 [nucleoplasm] (UniProt: O15173), Hemes [nucleoplasm]",
R-HSA-9717396,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SCN2A:SCN1B,2B,4B [plasma membrane] (complex of SCN2A [plasma membrane] (UniProt: Q99250))
Reactants: Na+ [extracellular region] (ChEBI: 29101)
Products: ",Na+ [cytosol] (ChEBI: 29101),
R-HSA-975340,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: GABR heteropentamers:GABA [plasma membrane] (complex of GABA [extracellular region] (ChEBI: 59888), GABRA1 [plasma membrane] (UniProt: P14867), GABRA3 [plasma membrane] (UniProt: P34903), GABRA2 [plasma membrane] (UniProt: P47869), ARHGEF9 [cytosol] (UniProt: O43307), GABRA4 [plasma membrane] (UniProt: P48169), GABRA5 [plasma membrane] (UniProt: P31644), GABRA6 [plasma membrane] (UniProt: Q16445), GABRB1 [plasma membrane] (UniProt: P18505), GABRB2 [plasma membrane] (UniProt: P47870), GABRB3 [plasma membrane] (UniProt: P28472), GABRG2 [plasma membrane] (UniProt: P18507), GABRG3 [plasma membrane] (UniProt: Q99928), GABRQ [plasma membrane] (UniProt: Q9UN88))
Reactants: Cl- [extracellular region] (ChEBI: 17996)
Products: ",Cl- [cytosol] (ChEBI: 17996),
R-HSA-975903,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: MGAT4s [Golgi membrane] (complex of MGAT4A(1-535) [Golgi membrane] (UniProt: Q9UM21), MGAT4B [Golgi membrane] (UniProt: Q9UQ53), MGAT4C [Golgi membrane] (UniProt: Q9UBM8))
Reactants: NGP [Golgi lumen] (ChEBI: 59520), UDP-GlcNAc [Golgi lumen] (ChEBI: 57705)
Products: ",Glycoprotein with GlcNAc in position 4 [Golgi lumen],
R-HSA-9760641,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: HOXC8 [nucleoplasm] (UniProt: P31273), CDH11 gene [nucleoplasm] (ENSEMBL: ENSG00000140937)
Products: ","HOXC8:CDH11 gene [nucleoplasm] (complex of CDH11 gene [nucleoplasm] (ENSEMBL: ENSG00000140937), HOXC8 [nucleoplasm] (UniProt: P31273))",
R-HSA-9761841,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SLC7A11 gene [nucleoplasm] (ENSEMBL: ENSG00000151012)
Products: ",SLC7A11 [plasma membrane] (UniProt: Q9UPY5),
R-HSA-9828714,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: m7G(5')pppAm-capped,polyadenylated M2 mRNA [cytosol]
Products: ",M2-2 [cytosol] (UniProt: P88812),
R-HSA-9831057,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SALL1 gene [nucleoplasm] (ENSEMBL: ENSG00000103449)
Products: ",SALL1 [nucleoplasm] (UniProt: Q9NSC2),
R-HSA-9836993,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: GRSF1 [mitochondrial matrix] (UniProt: Q12849), MT-ND6 mRNA, antisense MT-CYB, MT-ND4, MT-ND5 RNA with quadruplex G [mitochondrial matrix]
Products: ","GRSF1:MT-ND6 mRNA, antisense MT-CYB, MT-ND4, MT-ND5 with quadruplex G [mitochondrial matrix] (complex of GRSF1 [mitochondrial matrix] (UniProt: Q12849))",
R-HSA-9935449,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: FUT10 [endoplasmic reticulum membrane] (UniProt: Q6P4F1)
Reactants: GDP-Fuc [endoplasmic reticulum lumen] (ChEBI: 57273), EMI proteins [endoplasmic reticulum lumen] (complex of EMID1 [endoplasmic reticulum lumen] (UniProt: Q96A84), MMRN1(20-1228) [endoplasmic reticulum lumen] (UniProt: Q13201), MMRN2 [endoplasmic reticulum lumen] (UniProt: Q9H8L6))
Products: ","GDP [endoplasmic reticulum lumen] (ChEBI: 17552), H+ [endoplasmic reticulum lumen] (ChEBI: 15378), Fuc-EMI proteins [endoplasmic reticulum lumen] (complex of FucT-EMID1 [endoplasmic reticulum lumen] (UniProt: Q96A84), FucT-MMRN1(20-1228) [endoplasmic reticulum lumen] (UniProt: Q13201), FucT,FucS-MMRN2 [endoplasmic reticulum lumen] (UniProt: Q9H8L6))",
R-HSA-994038,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: IRF2 [nucleoplasm] (UniProt: P14316), IFNA genes [nucleoplasm] (complex of IFNA1 gene [nucleoplasm] (ENSEMBL: ENSG00000233816), IFNA10 gene [nucleoplasm] (ENSEMBL: ENSG00000186803), IFNA14 gene [nucleoplasm] (ENSEMBL: ENSG00000228083), IFNA16 gene [nucleoplasm] (ENSEMBL: ENSG00000147885), IFNA17 gene [nucleoplasm] (ENSEMBL: ENSG00000234829), IFNA2 gene [nucleoplasm] (ENSEMBL: ENSG00000188379), IFNA21 gene [nucleoplasm] (ENSEMBL: ENSG00000137080), IFNA4 gene [nucleoplasm] (ENSEMBL: ENSG00000236637), IFNA5 gene [nucleoplasm] (ENSEMBL: ENSG00000147873), IFNA6 gene [nucleoplasm] (ENSEMBL: ENSG00000120235), IFNA7 gene [nucleoplasm] (ENSEMBL: ENSG00000214042), IFNA8 gene [nucleoplasm] (ENSEMBL: ENSG00000120242)), IFNB1 gene [nucleoplasm] (ENSEMBL: ENSG00000171855)
Products: ","IRF2:promoters of INF alpha, INF beta [nucleoplasm] (complex of IRF2 [nucleoplasm] (UniProt: P14316), IFNA1 gene [nucleoplasm] (ENSEMBL: ENSG00000233816), IFNA10 gene [nucleoplasm] (ENSEMBL: ENSG00000186803), IFNA14 gene [nucleoplasm] (ENSEMBL: ENSG00000228083), IFNA16 gene [nucleoplasm] (ENSEMBL: ENSG00000147885), IFNA17 gene [nucleoplasm] (ENSEMBL: ENSG00000234829), IFNA2 gene [nucleoplasm] (ENSEMBL: ENSG00000188379), IFNA21 gene [nucleoplasm] (ENSEMBL: ENSG00000137080), IFNA4 gene [nucleoplasm] (ENSEMBL: ENSG00000236637), IFNA5 gene [nucleoplasm] (ENSEMBL: ENSG00000147873), IFNA6 gene [nucleoplasm] (ENSEMBL: ENSG00000120235), IFNA7 gene [nucleoplasm] (ENSEMBL: ENSG00000214042), IFNA8 gene [nucleoplasm] (ENSEMBL: ENSG00000120242), IFNB1 gene [nucleoplasm] (ENSEMBL: ENSG00000171855))",
R-HSA-1237129,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: E1:Mg++ [cytosol] (complex of ENOPH1 [cytosol] (UniProt: Q9UHY7), Mg2+ [cytosol] (ChEBI: 18420))
Reactants: 2,3-DMPP [cytosol] (ChEBI: 58828), H2O [cytosol] (ChEBI: 15377)
Products: ","Acireductone [cytosol] (ChEBI: 49252), Pi [cytosol] (ChEBI: 43474)",
R-HSA-1297338,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: B4GALT1 [plasma membrane] (UniProt: P15291), Zona pellucida [extracellular region] (complex of ZP3 [extracellular region] (UniProt: P21754), ZP4 [extracellular region] (UniProt: Q12836), ZP2 [extracellular region] (UniProt: Q05996), ZP1 [extracellular region] (UniProt: P60852), OVGP1 [cytosol] (UniProt: Q12889)), Adam Complex [plasma membrane] (complex of ADAM2 [plasma membrane] (UniProt: Q99965), ADAM20 [plasma membrane] (UniProt: O43506), ADAM21 [plasma membrane] (UniProt: Q9UKJ8), ADAM30 [plasma membrane] (UniProt: Q9UKF2))
Products: ","Zona pellucida:B4GALT1 [extracellular region] (complex of ZP3 [extracellular region] (UniProt: P21754), ZP4 [extracellular region] (UniProt: Q12836), ZP2 [extracellular region] (UniProt: Q05996), ZP1 [extracellular region] (UniProt: P60852), OVGP1 [cytosol] (UniProt: Q12889), B4GALT1 [plasma membrane] (UniProt: P15291), ADAM2 [plasma membrane] (UniProt: Q99965), ADAM20 [plasma membrane] (UniProt: O43506), ADAM21 [plasma membrane] (UniProt: Q9UKJ8), ADAM30 [plasma membrane] (UniProt: Q9UKF2))",
R-HSA-1483096,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PHOSPHO1:Mg2+ [cytosol] (complex of PHOSPHO1 [cytosol] (UniProt: Q8TCT1), Mg2+ [cytosol] (ChEBI: 18420))
Reactants: PETA [cytosol] (ChEBI: 17553), H2O [cytosol] (ChEBI: 15377)
Products: ","ETA [cytosol] (ChEBI: 57603), Pi [cytosol] (ChEBI: 43474)",
R-HSA-1605797,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SMPD1 [lysosomal lumen] (UniProt: P17405)
Reactants: SPHM d18:1 [lysosomal lumen] (ChEBI: 17636), H2O [lysosomal lumen] (ChEBI: 15377)
Products: ","CERA [lysosomal lumen] (ChEBI: 83273), ChoP [lysosomal lumen] (ChEBI: 295975), H+ [lysosomal lumen] (ChEBI: 15378)",
R-HSA-1676133,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SACM1L [Golgi membrane] (UniProt: Q9NTJ5)
Reactants: PI4P [Golgi membrane] (ChEBI: 17526)
Products: ","PI [Golgi membrane] (ChEBI: 57880), Pi [cytosol] (ChEBI: 43474)",
R-HSA-1791186,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: ZBTB17 gene [nucleoplasm] (ENSEMBL: ENSG00000116809)
Products: ",ZBTB17 [nucleoplasm] (UniProt: Q13105),
R-HSA-1855178,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ISYNA1:NAD+ [cytosol] (complex of ISYNA1 [cytosol] (UniProt: Q9NPH2), NAD+ [cytosol] (ChEBI: 57540))
Reactants: Glc6P [cytosol] (ChEBI: 4170)
Products: ",I3P [cytosol] (ChEBI: 18169),
R-HSA-193816,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: HSD3B7 [endoplasmic reticulum membrane] (UniProt: Q9H2F3)
Reactants: Cholest-5-ene-3beta,7alpha,27-triol [endoplasmic reticulum membrane] (ChEBI: 18431), NAD+ [cytosol] (ChEBI: 57540)
Products: ","4CHOL7a,27DONE [endoplasmic reticulum membrane] (ChEBI: 48825), NADH [cytosol] (ChEBI: 57945), H+ [cytosol] (ChEBI: 15378)",
R-HSA-198440,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC25A11 homodimer [mitochondrial inner membrane] (complex of SLC25A11 [mitochondrial inner membrane] (UniProt: Q02978))
Reactants: MAL [mitochondrial matrix] (ChEBI: 15589), 2OG [cytosol] (ChEBI: 16810)
Products: ","MAL [cytosol] (ChEBI: 15589), 2OG [mitochondrial matrix] (ChEBI: 16810)",
R-HSA-1989750,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SLC27A1 gene [nucleoplasm] (ENSEMBL: ENSG00000130304)
Products: ",SLC27A1 [plasma membrane] (UniProt: Q6PCB7),
R-HSA-199014,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: PVR [plasma membrane] (UniProt: P15151), CD96 [plasma membrane] (UniProt: P40200)
Products: ","CD96:PVR [plasma membrane] (complex of CD96 [plasma membrane] (UniProt: P40200), PVR [plasma membrane] (UniProt: P15151))",
R-HSA-209772,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: DIO dimer [plasma membrane] (complex of DIO1 [plasma membrane] (UniProt: P49895), DIO2 [plasma membrane] (UniProt: Q92813))
Reactants: T4 [cytosol] (ChEBI: 18332), NADPH [cytosol] (ChEBI: 57783), H+ [cytosol] (ChEBI: 15378)
Products: ","T3 [cytosol] (ChEBI: 28774), NADP+ [cytosol] (ChEBI: 58349), I- [cytosol] (ChEBI: 16382)",
R-HSA-210837,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: ONECUT3 gene [nucleoplasm] (ENSEMBL: ENSG00000205922)
Products: ",ONECUT3 [nucleoplasm] (UniProt: O60422),
R-HSA-2161567,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PTGR1 [cytosol] (UniProt: Q14914)
Reactants: LTB4 [cytosol] (ChEBI: 57461), NADP+ [cytosol] (ChEBI: 58349)
Products: ","12-oxoLTB4 [cytosol] (ChEBI: 133309), NADPH [cytosol] (ChEBI: 57783), H+ [cytosol] (ChEBI: 15378)",
R-HSA-2408544,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: MetTrans(1) [cytosol] (complex of GNMT [cytosol] (UniProt: Q14749), HNMT [cytosol] (UniProt: P50135), NNMT [cytosol] (UniProt: P40261))
Reactants: AdoSeMet [cytosol] (ChEBI: 62227), Hist,NAM,Gly [cytosol] (complex of Hist [cytosol] (ChEBI: 58432), NAM [cytosol] (ChEBI: 17154), Gly [cytosol] (ChEBI: 57305))
Products: ","AdeSeHCys [cytosol] (ChEBI: 77028), MeHist,N1MNA,MeGly [cytosol] (complex of MeHist [cytosol] (ChEBI: 58600), MNA [cytosol] (ChEBI: 16797), SARC [cytosol] (ChEBI: 57433)), H+ [cytosol] (ChEBI: 15378)",
R-HSA-2684901,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: ANOs [plasma membrane] (complex of ANO1 [plasma membrane] (UniProt: Q5XXA6), ANO10 [plasma membrane] (UniProt: Q9NW15), ANO2 [plasma membrane] (UniProt: Q9NQ90), ANO3 [plasma membrane] (UniProt: Q9BYT9), ANO4 [plasma membrane] (UniProt: Q32M45), ANO5 [plasma membrane] (UniProt: Q75V66), ANO6 [plasma membrane] (UniProt: Q4KMQ2), ANO7 [plasma membrane] (UniProt: Q6IWH7), ANO8 [plasma membrane] (UniProt: Q9HCE9), ANO9 [plasma membrane] (UniProt: A1A5B4))
Reactants: Cl- [cytosol] (ChEBI: 17996)
Products: ",Cl- [extracellular region] (ChEBI: 17996),
R-HSA-352158,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC16A10 [plasma membrane] (UniProt: Q8TF71)
Reactants: ligands of SLC16A10 [extracellular region] (complex of L-Phe [extracellular region] (ChEBI: 58095), L-Trp [extracellular region] (ChEBI: 57912), L-Tyr [extracellular region] (ChEBI: 58315))
Products: ","ligands of SLC16A10 [cytosol] (complex of L-Phe [cytosol] (ChEBI: 58095), L-Trp [cytosol] (ChEBI: 57912), L-Tyr [cytosol] (ChEBI: 58315))",
